,lyrics,label
16,"feat g-dep and shiggy sha

intro/chorus repeat 2x

make money money -- go shoppin'
take money money -- go shoppin'
no matter what the weather winter spring or fall
we'll be doin' it at the mall

g-dep
yo what the deal cousin gave him a pound now we huggin
in the mall thuggin' buggin spent a few hundred
shorties must be lovin' shit jigg to my wallow's
they watch like movado so i floss like i'm lotto
you ain't loungin till you've been countin' by the thousands
profilin pushin more weight than your medallion
we be wildin lockin blocks down just like the island
dough pilin we keeps it in the family like italians
ballin cop some charles jordan and some icebergs
ice herbs nice curves girlfriend with the white fur
pushed up feel her like some shots of tequila
said her man's a dealer with all these bags from antilla
he got to be but you hot to me you under lock and key?
laid it down properly this cat at stern's watchin me
moved on me sloppily prepare for the fallout
with gats to blow the wall out clear the mall out

shiggy sha
yo don't be mad at me i used to be
king raggedy fiends naggin me shit i had to breathe
gradually rocked casually sha passed the leave
vaseline slick shit green stick shit
honey got some mean lipstick my knot's this thick
and i cop the meanest shit still ride discus
but cops frisk us the block whispers
theft need to stop how we cop
but you can guess like them jeans you rock
for now i'm rollin' right 'cause i had four faces
fightin four cases in north face of dolemite
so if he's here i ace the toners out my holdin' tight
shorty lookin' innocent there in benetton gear
nuttin innocent here this ?henneson gear?
give us a year to really see clear through these cartiers
and do it party yeah is what i'll probably hear
sharkskin is what i'll probably wear designed by pierre trust me
and look lovely with it
cop a 42 and get ugly with it snugly fitted ruggedly hittin
fitted in my coogi knitted compliments on the doobie did it
got the movie rented if the crew be with it yo

guru
most times i'm casual but easily i switch
to some fly shit like some silk suits by paul smith
and purchase some kicks by kenneth cole
cop a hilfiger or polo goose for when it's cold
armani and gaultier specs cover my eyes
the definition of jiggy so you best to recognize
at the mall i'm baggin up much more than gear
victoria be whisperin mad secrets in my ear
she wanted me to knock her in the back of foot locker
i chuckled as she kicked more game than soccer
others try to copy i see 'em when they mock me
baseball cap bent the fresh scent is issey miyake
all the way from green acre's to the beverly center
heads turn and i'm the main concern when i enter
at albee square niggaz wouldn't even dare
with that fake thuggish ruggish when them brooklyn kids be in there
saw ?newriqi l? and then a sweet for my girl
stylin on the cell phone smilin' it's my world
can't forget the avorex pocket for the royalty checks
my crew be showin loyalty plus utmost respect
yo son go pioneer them bimbos while i get some timbo's
later on that night you'll find them nymphos
that's how it goes cause mad heads be in the mall
let's breeze we got a show plus i got another phone call",2
17,"feat scarface

intro phone conversation
yo what up son?
-yo what up kid?
yo you holdin' your head up?
-i'm tryin' to man but the system is shady
word man they always man they always tryin'
to keep a good brother down but i'm sayin'
we still you know we got love for you son
and we prayin' for you and we you know
we tryin' to hold it down wh
you know while you in there man
-no question
hopefully they won't keep you in there for too long
-yeah for real i sure love be out in a minute you know?
-but you know what i want you to kid? you know what would
-be the bomb man?
what's that?
-you need to do some shit with face man
-bomb on niggaz be shady man
scarface?
-yeah man
yo that's my nigga yaknowwhaimean
-scarface is tight son
yo that's a good idea word is bond
i'm gonna talk the play in tomorrow yeah and
see about if we could hook up wit him
-that's proper

hook guru

scandalous money greed and lust
in this trife life there ain't nobody you can trust
plus there's no justice it's just us
in fact watchin' yo back it be must
and each and everyday around the way gats bust
and jealous so-called friends'll try to set you up
it's called betrayal

verse 1 guru

check the horror scene
the kid was like twelve or thirteen
never had the chance like other kids to follow dreams
watched his father catch two in the dome and to the spleen
nothin' but blood everywhere these streets are mean
they spared his life but killed his moms and his sister jean
of course over some drug shit
his pops was on some ill-out spill your guts on some thug shit
didn't know his boys was on some shady ass no love shit
his pops got played out though with silencers they laid him out yo
took his stash and all the cash and left 'em tied up on the couch yo
with tape over his mouth so he couldn't cry out
cause his dad was the nigga with clout
survival of the fittest so they split his wig no doubt
despite the stocking caps he noticed the same cat who used to give him doe
and taught him to use the same gat
supposed to be an uncle fam and all that
he could tell it was him 'cause he wore the same slacks he wore when
he took him to meadowlands racetrack
why did he flip and go out like that?
it's called betrayal

verse 2 scarface

a betrayal
punk ass niggas
it's called betrayal

he on a mission to become a ball player
flip big benz's flossin all gators
had it all mapped out6-812th grader
fresh outta school he filn' to go lay paper
he had a brother who was hustlin collection his change
never let his baby brother stick his neck in the game
told him all he had to do is just enjoy the ride
and he ain't have to worry about money cause that's in time
so now he's pacin' as the time moves slowly
can't wait to face shaquille in the paint and school kobe
kept his grades and stayed up under neighborhood functions
and then a group of knuckleheads came through dumpin
so now he's sittin' on the sidewalk bleedin
fell into a puddle of his own blood and stopped breathin
and everybody in the neighborhood still grievin
but destiny caught up with his ass and he got even
and all the cryin in the world ain't goin' to bring him back
his brother sittin' at the wake wipin tears from his mother's eyes
why'd the game have to go and take the young boys life
only the wicked live shife payin' the price
while he's starin' at the shell
his brothers soul wants hell the trigger man made bail
and you wouldn't pay the boys mail and sacrificed the fuckin' family
that's betrayal
betrayal echoes",2
18,"intro guru
word is bond these cats been on the mic fantasizing a lot
so called mc's wannabe rappers and all that whatever
you get your knot rocked kid yo

chorus guru
you thought you brought your best lines but they couldn't touch mine
i rocked you in your knot hope you have better luck next time
repeat 2x

verse one guru
so just perhaps you wanna challenge my style of rap
talkin' 'bout you bust caps we know that's just a pile of crap
the underground is where i dwell at
it's where i find my heaven and where you find your hell at
you're in my clutches now you get slit up and lit up
just like some dutches now see i'm hard to define
my mind travels far from ghettoes to galaxies
representin gangstarr -- the street life
the reason why my mic ignites i bring more ruckus
than a nightclub fight or bar brawl
i'm swingin' lyrics like broken glass palm to skull y'all
hold your head cause all that weak shit is dead
see the times are changin and me and my peeps is gettin' crazy fed
so remember when you writing your rhymes
stop fantasizing and bring some real shit next time
yeah bring some real shit yo

verse two guru
yo i do what i have to do to master you and capture you
until you recognize what my rapture can do
you thought i wouldn't step up to keep my rep up
i ain't them other kids i don't need to play no catchup
i got too much pride for this i know some niggaz
that'll ride for this with me it's do or die for this
street knowledge intellect and spirituality
my survival package as i deal with reality
i'm like fishburne in hoodlum when i come to do em
chew 'em up spit 'em out the most respected no doubt
you seen me in action so act you been knowin'
the g-u-r-u of the gang i've been flowing
just like the river niger all the way to the hudson
had so many lyrics stashed and i couldn't wait to bust some
lately i've watched this game evolve and elevate
so now i push my music like drug dealers push weight
straight like that straight out the gate
'cause it's never too late to set this fuckin' record straight
but it is too late for you and your crew son
you had the audacity to come against me the gifted one?
and primo with the tracks to inspire my next line
you've got no wins here so better luck next time

chorus cut short in 2nd repeat at i rocked you in your knot

yeah yeah
better luck next time
not this time but next time -- ll cool j",2
19, i'm not sure about any of these names ,2
0,"ah yeah c'mon now [x3]
repeats in background x2 to fade

yo stop look and heed participate in the reorganizing
of a lyricist decide the category i fall into
when i'm on the venue i tend to
serve a delicacy fella peep what's on the menu
the slept on phenomenon the mic be in my palm and on
many wanna hold me back 'cause i'm comin' on strong
subject matters are struck my imagination
is wonder that's underestimated by
sons of bitch who have power to sign me but
flaunt it wanted stuff i didn't dig into my findings
so they're univited
tell me do this do that do this do that do this
in order to sell this you gotta pursue this type of program
i ain't no mascot for no massa
like mista slave driva some odd years ago and yo
o is not about to be between an imaginary tug-of-war
feedin me partk style with bread like a pigeon
so i say get your ears ready for creative control
cause no one's gonna tell me how to sell out my soul hah c'mon now
get your ears ready for creative control
ah yeah's start again for [x4]
cause no one's gonna tell me how to sell out my soul yeah",2
1,"let the chyme be a party of mine
let the rhyme enter twine like a vine
work your mentally found intellect
i raise eyes like the sight of a tec
lets take a trip inside of my thoughts
will i persevere on the mic like sports?
take me in stride oc's worth listening
watch the tricks of a hoe who is a fixin
tender eyes they only leadin' to a hard-on
touchin' tongue stick two to be a part on
i max relax smooth it out like a sax
one of my goals is to make fat stacks
then i flip the money to astound this your business
this year beat you see i already quist it
i gave it a test for the rhyme lynguistics
honey wanna kiss gotta remove the lipstick
i dig lips with mad jewel juices
soft and lickable nah rough and ruthless
because of many people i think denied
gas in my tank takin' me for a ride
but i'm all right now smooth as the turn pipe
cause a mind spot organize and search life
meditate daily i do so why sort
things i consider in my mind is deep thought

word life
word life
word life
word life

by the way do me a favor
give it a chance if a nigga has flavor
years surpass now trained and it's over
i'm bein' intoxicated now i'm kinda sober
persons serve for purpose like workers
if this clowns is makin' hip hop a circus
me and my architect mark my sweat
bring up the engine better yet a corvette
thoughts i search 'em like a sub's emergin'
some subjects never been touched like a virgin
urgin' mc's do way of my 'raft
i'm destroyin' all things to go through my path
it doesn't matter the sex type
o to c now niggaz gettin' done by the ? in freestyle
rhythms are constantly switchin' and changin'
name is oc i wrote and arranged this
fluctuation i add it like seized it
before it was missed
now more than a breeze and
poetically astoundin' round and soundin'
my brain was paused to a beat boomin' and bouncin'
edo waves kickin' with the kicks asided
you must go inside and exhail divide it

crushin' competition dustin' oppostions
down the toilet on a flushing composition
describes a week and for i can speak
myself against the man with the true mystique i got
so many ways to flip phrases flip thoughts
passin' licks over the head of my foes
fits i'm givin' 'em it's a living
if i don't wanna take a ride with ya
then i can't be driven
bound for town with a raw sound
seemin' to be lackin' lust in front my line of mc's
skits get done by the misfit
doin' gimmicky shit followin' the leader from a trend hit
oc got it goin' so like a sweater
better believe it that i get it busy to the letter
pure and thick that's so premature ejaculated
and if you had a girl you wouldn't be masturbatin'
masceradin' your personafication as a lyrical law
when you just not fascinatin'
nigga you need to stop flexin' stop vexin' what you not
and sure 'bout what you got

chorus repeated till fade",2
2,"how shall i begin? i'll fuck at the wind
come out on top bruised but still and all i'm winnin' in the end
o period c period you're fearin it
next to me and my mic rappers are just inferior
my posterior pulls not my brain but secondary
mic to mouth is how i drag down adversaries
let me give you a brief bio o's not ? style
innovations are my thing so i can go the extra mile
i'll 'tack attract maximum rarely minimum actions
soon to be a club favorite 'cause i'm the comin' attraction
ruler schooled an mc with official competition
parasol acapella peep the weak competition
they should listen is it live or memorex with lies
scared to use intelligence your methods are irrelevant
home writin poems the wrong niggaz touched
the micraphone blown up i'm callin your bluff
step into the o-zone

[mobb deep] your first time'll be your last earth memories
cut 'n' scratched

my trusty mic will never get rusty write rhymes day and night
moonshine'll put your lyrics in a bind
like the in out but still play penetrate em
i weight 'em up and down size made em who's laid em now
he bare gashes wounds are exposed
to ones writin music now he's a deep composer
foes are flammable in it's entirety
step back a hundred feet or so 'cause what i let loose is fiery
fisticuffs slips are blistered
non dread rappers wanna sell 'cause it's hot so they calypsin
claims they rips it yo man i can flow so what?
every one two one three bars all i hear is a cuss
you ain't impressin me manifestin meaninglessness
this is the second verse so i'ma seal it off like this
here's an invitation to be facin me to seek salvation
the proper education step into the o-zone

[mobb deep] your first time'll be your last earth memories
cut 'n' scratched

my oc in the zone arcadis cannabis my arsenal of stock
i leave your minds lost in the mists
i pick you off without a timeline for rhyme for
give me an encore oc be like soar like a condor
effortless one of the best at this man the money i'm worth
to most governments would leave a big deficit
mangificent on my own trip natural
saturated by the blend of beats buckwild present
control the soulless with mindpower hour after minute
every second troubleshootin never died 'cause i'm infinite
when it's all over and my physical shell just rot
rhymes'll be left behind to cold blow up the spot
my presentation you're tastin i'm bassin in your face and
this is camp crystal lake and i'm jason
step into the o-zone

[mobb deep] your first time'll be your last earth memories
cut 'n' scratched",2
3,"like the dead end kids we used to play in the streets
never worryin about grief football spelled relief
ronnie ? was the coach for us
see he taught us to play almost every single day ok
now on evergreen was larry and mike and lon
my cousin boo lived there too just to name a few
with sha-rone he's bad to the bone boo's little sidekick
and a badass mouth he used to feist it on harmon street
with zach leo and ed
me jody and boop by june rocky and then comes
tommy and cedric lamont and greg unique in our own right
at times we'd fight but that's a-ight
still not realizin we had love it showed
when we played no phony charades against
one another now while i write this song
it's like some are still alive and a couple are gone

we're born to live a life to die
life's so damn short and i wonder why

as kids you're overlookin death
it didn't seem important or serious it just seems curious
it was about wakin' to a bowl of cereal
cartoons on saturday's karate flicks and like
ridin' your skateboard or bicycle
and went as deep as killa joe on the corner drinkin' ripple
plus puerto rican kids on the block were cool
we got along we all knew right from wrong
by far we got a dose that life was hard
a spanish we were close with was killed by a car
shocking alberto was hit on the block and
death was spontaneous his moms was clockin him 'cross the street
he just received an award
for little league baseball like an hour before plus
he didn't even get to see the summer set in
dyin' all young at the age of seven
it opened up my eyes small that the flesh was weak
as a kid thinkin' shit like that was mad deep peep it

now when somebody is gone that's when you realize how close you was
how close you are like a star
real deep it takes time to heal
and still from time to time you wish you could find the way to forgive
and let him know you forgave
but they can't feel six feet deep inside the grave
what's left but attend his wake believin if it was you
he'd do it for old time's sake damn
i'm disturbed by the news when i was told i was sittin'
knowin' damn well boo ain't bullshittin
my life flashed like big bills of cash
and good times we had now it's all so sad
one of my childhood pals hit the road
when you take to the streets then you die by the code
but in this case who knows what went down?
bottom line is wishin that he still was around
now he found a spot in my heart or should i say lobotomy
mike know you're trapped inside of me
and every other brother in bushwick
who rushed to your side thick all down with the click
yeah god bless he laid to rest
call him mike boogie that's what describes the nigga best

we're born to live [x4]

like that y'all",2
4,"hey yo stone time's uptime's up

you lack the minerals and vitamins irons and the niacin
fuck who that i offend rappers sit back i'm bout to begin
bout foul talk you squawk never even walked the walk
more less destined to get tested never been arrested
my album will manifest many things that i saw did or heard about
or told first hand never word of mouth
what's in the future for the fusion in the changer?
rappers are in danger who will use wits to be a remainder
when the missile is aimed to blow you out of the frame
some will keep their limbs and some will be maimed
the same suckers with the gab about killer instincts
but turned bitch and knowin damn well they lack
in this division the connoisseur crackin your head with a 4 by 4
realize sucka i be the comin like noah
always sendin you down perpetratin facadin
what you consider a image to me this is just a scrimmage
i'm feel i'm stone not 'cause i bop or wear my cap cocked
the more emotion i put into it the harder i rock
those who pose lyrical but really ain't true i feel

[slick rick from the song hey young world]
their time's limited hard rocks too

speakin in tongues about what you did but you never done it
admit it you bit it cause the next man gained platinum behind it
i find it ironic so i researched and analyzed
most write about stuff they fantasized
i'm fed up with the bull on this focus of weed and clips
and glocks gettin cocked and wax not bein flipped
it's the same old same old just strain it from the anal
the contact is not com-pexed or vexed
so why you pushin it? why you lyin for? i know where you live
i know your folks you was a sucka as a kid
your persona's drama that you acquired in high school in actin class
your whole aura is plexi-glass
what's-her-face told me you shot this kid last week in the park
that's a lie you was in church with your moms
see i know yo slow your roll give a good to go
guys be lackin in this thing called rappin just for dough
of course we gotta pay rent so money connects but uh
i'd rather be broke and have a whole lotta respect
it's the principle of it i get a rush when i bust
some dope lines oral that maybe somebody'll quote
that's what i consider real in this field of music
instead of puttin brain cells to work they abuse it
non-conceptual non-exceptional
everybody's either crime-related or sexual
i'm here to make a difference besides all the riffin
the traps are not stickin rappers stop flippin
for those who pose lyrical but really ain't true i feel

[slick rick from the song hey young world]
their time's limited hard rocks too",2
5,"hook oc
yo i'm here to make mad moves i won't pop
on the planet to drop jewels i won't pop
perpretatin' fame into news
give in oc point o' viewz

verse 1 oc
check me out yo
now for mine it's a threat to pose you like a gun
i even gon' stand and fight or just run
once battled for undisputed i never been suted
the ones who persuted got suted up you loses now
now one dies of place by his foetus born
devoted to hip hop you can call that i'm swarm
pickin' logic on the topic for the object is divide it
i make sure folks pure and sense go inside it
lights i'm shinin through about time one two
hard work to mines excellence over due more than decent
my decense is portuguese and pops put me upon it like less than recent
but the stronghold of defense galved in my gut
i got power plates to pick from so like i said

verse 2 oc
besides check it out
shag a lag infact why you conscience begged to be heard
nag to whino fag do what he said
decided to take in all the gimmicky drunk and imatry trigger
drinkin' hennessy 'cited you up with energy
think not sucker stop look and time it
i kick realities far beyond a canon
i coast a mic i mic boast but never bite my physics
with lyrics pose i'm mad scientist
my ethics are as authentic quite pure
and cure thoughts from dally to the eastern shores
oc double e master i'm conquer pace
plus i figure my mind is trapped beyond time and space
don't waste time or write a rhyme in haste
they gotta fit like my foot size ain't it like i said

verse 3 oc
check it out
whether either or how well you rock well
whether behind bars or dead my spirit will still dwell
the eyes of the wise i size up the par
plus shine potential from the twilight of a star
so who sets the norm for soft
i can call for the rhyme come back on time and still get off
no smokescreen can blind me on account of my crystal i
whistle through the air like the stray of a pistol shot
listen up i'm here and i'm official i'm metaphysical
bein' worth seein' soon you'll be agreein'
i robbed the pulminary adversaries get sweaty palms
ain't ready for the mic so clap it of the arms
so i can stick with the crew and takin' mine after ours
cause my purpose on the mic is to defeat all the frauds

hook repeated till fade",2
6,"[krs-one - hip hop vs rap] police be clocking me

i make wax i pay tax i don't show cracks
something to kick back you callin' on dispatch
the deal you'd did with a dealer you the distel
took gladys from his box now he's buried in the system
you see me comin' out of my building
all types of days and nights wondering if i got a nine to five
those i always do so you cry i spy
a flashin' goes smile you in the corner of my eye
walkin' i feel the hawk over right the side
it's over from the act lyricist start to walk live
shop lift or what then i start to jog
hearin' speed accelerated from the j-8's car
the sirens sound violent they expect more not ready
i'm on the stoop my man named little eddy we started laughing
he's nextdoor from me is a house that has traffic like drugs are free
but i'm a new face in a new place of a melon race
gets black in 'em makes a good fellon case
and that's not so and i get mad cause everywhere i go
long as i'm dark walkin' clarks in my village tho

krs-one - hip hop vs rap] police be clocking me [x8

they clocking shocking and knocking me
wantin' a reason for whocking me
but i ain't committin' no crime
soon as they stoppin' me oc roll if a dolo went solo
cop car come screechin in my presence in a second yellin' freeze
i'm scared how can i stop hopped over a fence
runnin' frantic sendin' oc into a panic
i 'fused to be rock me hardly you won't scar me beatin' me down
yellin' smellin old and coffee sender
fuckin' hard but soft to a stick
some cops are cool and some are just downright dicks
you won't in 68 me in a choke hole death mockin' me
so for that even my dousin keep clockin me
check my abdominal check how i'm fashion
nice sticks if you don't had the same type of fashion
two blocks behind me two jakes who want blue and white
pair glocks equals 32 shots i think not

krs-one - hip hop vs rap] police be clocking me [x8

what for? is it my b-boy presence mixed with mature
is it the way stone and me comb the city in a benz
legitimate plus without ends
paperwork was right we sat aside a red light
givin' dirty looks i guess assumin' we were crooks
scopin' the car tags of the par rims shinin' in ya face
with the tires all along and i dig it
all young is my complection been through gettin' stress
so i know you understand what i manifest
a friend of me uncool that squares a black cop jones
all crooked with fat rides and homes
watch your own bb with the app on your side
and corrupt cats corriscatin on the margin
next time read me my rights check out the snipes
look behind ya on the wall sucker i rocks mics

krs-one - hip hop vs rap] police be clocking me [x8",2
7,"verse one
yo you tell too many lies for me i'm hip to ya screw ya
one time or another see i thought that i knew ya
i brought ya to a level that you would never ever see
o-c-double-e toasted bubbly treatin you lovely so
what be the cause of you seein another man
didn't i tell you stop hangin' out with that whole flam
she's bad news plus she's the cause of my blues
you act as if she's the man buyin you garments and shoes
whassup with that? c'mon baby doll explain to me
i gotta know what's the effin reason for playin' me?
his sha-laft must be thick must be stronger
must be good must be a whole lot longer
if not that then yo i don't know
you get a award for the best actress playin' a role
your one last chance to advance with me
sittin' quiet on your ass why don't you answer me?
i guess not so

go 'head with yourself - you stabbed my heart with a knife
go 'head with yourself - i thought you was my wife
go 'head with yourself - you're nuttin but stress in my life
go 'head with yourself

verse two
it's killin' me softly awfully my heart aches
over you breaks for you bound to the stakes for you
knowin' the next man drillin ya fillin your holes
with flesh to flesh smackin the mattress to sweat
in love juice that's how i imagine the whole hoo-rah
i try to block it out so i pick the qu'ran
to act as if i'm readin but i'm not
then i get a call from my nigga ness blowin' up the spot
he's tellin' me some shit i can't take grips to
i flips on the phone but it's him i shouldn't be riffin to
blam slammed the phone down shocked as a mother
what i discovered it made me sob and blubber
all my time was a waste my face it looked just like a jackass
i leave it up to my cloud to decide
should i blast her for causin me emotional hell
or let her go 'head with herself

verse three
check it
now i know remember the ho i spoke about named fran?
she be the other man hey ain't that some
she did a switch to go down on a bitch
had me thinkin' another man changed her pitch
another woman's been beatin' my time
another sister not a mister she lovin' mine
i confronted who was once my honey
to see why she chose over the raw and real to lick
tail of a bunny all of a sudden i explode in rage
of animalistic like i broke out of a cage
first i think violence then i think the uppercut into her gut
for what? there's other honies out there so what the
 just my luck though
or that i streak a bad vibe in the system over a missus
you got vicious so best wishes
let's just say the world is a ocean filled with mad fishes
malicious be your attitude sour be your name like
lickin' other kitten but you say you feel shame
game kill it you're not attracted to men
so my advice is to take a hike witcha new friend",2
8,"[1] yo o pick up the phone indeed
[2] yo yo whattup e whattup?
[1] yo what's goin' on kid?
[2] chillin' man sort of
[1] yo you heard the oc shit?
[2] yeah yeah that shit is flavored dude
[1] yo
[2] yo talk to you later man

oc
uh i never ran from my men unless glocks get cocked in my face
i dash before the {gun shot}
diss the sister cause you didn't like ya mister
bust ya ego on down like a blister
the party was packed in fact black niggaz were packed and stacked
inside of the waist like flap jacks
first of all what you call huh for?
who's hardcore i guess grit ya teeth and lock ya jaw
best all is filled with crooks and criminals
ill type of characters givin' 'em ill subliminals
i astound you from a round that i wrote long time ago
down this place i figure who would go the body so cold
talk about the mind more powerful than anything known to mankind
my flare ass has begun stand clear of the runway
the only way i see it killin' me is with gunplay
yeah many ways off o beatin' styles in the raw
flip the word around now raw spells war
never could i kill a man to fill a void of prosperous life
he gets burnt like fosfores
to beat the face from the slap of my base aiyo real peace
you're the lamb i took fish from
you underestimate the quest of faith
destined for a date with oc the great
ha you are benevolent it's over occur
in-emelent gettin' a woman that suck-seeded my feel of medicine
fuck the ones who adjourned my con syllable i can see
i cop the ogee beats dark style bullets
the world is already full of nonsense
so i contribute to ya conscience
it's o raise up the kicks i'm back into this
make 'em feel as though the slappin of a fist
flip verses skip curses dodge hershes
collect fat purses stay serviced above the day
planet earth for granted a thousand emcees of my sex in inside 'tanic
i'm stickin to my connaince never rap nonsense
the metafore entitled in my table of contents
life do such thing as mod it
out of achievers some still can't wait rock bottom
talkin' shh and swalk it for nothing
walkin' up the goddamn tree o slice cold duff
alas ain't nothing mash it's just fast so what's the object?
it's like no main topic

outro prince po etry
no doubt baby pop we do it like this uh none stop
one time we gotta rock oc for the '94 flavor
we do it like this sendin your whole career to a great
one time for ya mind we goin' back to the lyrics with no tricks
it's no spirits with no gimmicks
we do it just like this one time
uh the vest is in the vest we do it like this
prince po catch wreck one time
with no main topic
[oc] i break it down like that",2
9,"it's like many knuckeheads who want to do the eye to eye contact
not knowing oc is ready for combat
i tried to ignore the son with the advacant attitude
stick in my face for gratitude yeah
just the other night on the train
me my cousin boo was on our way up to club galaloo
i kind of had a fight so we took our 25's and that
we had juice with the bouncer on the inside
mad jamaicans faking nigga fronting knowing they're americans
we fronted us off from the embarrassing
some old poor face fellow try to star me in the eye and give a wammy
he almost caught a grammy
just when i was about to reach for my glock
and saw cousin boo whispered to me yo
o o let it slide
it ain't worth smoking a minute worth of lead
so to break the tension i
broke him in the head

i let it slide i let it slip on by
giving you one last try to kill it with the eye

new day same shit occurred in this time
i was asked what i was looking at not knowing he was grassed
this spark the beef and
i was gonna finish it off but turns out
this nigga was soft he got
afraid from the way about the stance glancing to my left and right
put a basket a man insight
he'll see the whole thing if i decide to do a buckwild move
so what i turn it in shall i choose ha
fire my steel and take the chance
of being bagged and ship up north for a long long?
i ain't for it so i flash the cloud
he saw the nickel plate
almost having a day to die
i wonder why
chumps want to pick on i
they be like setting it off
and i be letting it slide
i don't know what they be seeing
but one time in a conflict
i flip turn into an unstable human being

i let it slide i let it slip on by
giving you one last try to kill it with the eye

when i'm flowing with my girl i feel it the most
beef coming so close like a champagne toast
on the train in the city down the way
down her way i take it upon myself and say niggas is gay
what you trying to prove?
can't move him out and with a stare
but when a brother pull a trunk and sink it ain't fair
two wrongs don't make a right
but the philosophy of a fight fella
used to prolong you life i
rolled like it was enemy
why would you pretend to be
some motherfucker men is to fight to kill kenney i
be rappin' son's trying flamboyant and
put on a smurf 'cause you staring is annoying and
no matter how much i try to avoid noise from feeling in with bad day
starring in my grill again
or try to hypnotize with the eye starring
retinified be tearsful to your family lives a day
no fronting because you couldn't stop my glock so
time ran out 'cause you punch your own glock

i let it slide i let it slip on by
giving you one last try to kill it with the eye",2
10,"oc's mom sings during the intro and all interludes

oc
i say one for the fam two for good judgment
bad luck to trife good luck to stay above it
trial and error oc's out to sever
your game respect neglect not
you work hard for the revenue instead of on the avenue babblin
i'd rather be accomplishin makin' moves travellin
insight is right on time let's do it
funk struck again with the disco fluid
i protrude out of your skin like thorns irritatin mc's
'cause they don't make songs like these
mister - it's the man most lease to excel
long time ago many thought i'd fall like a domino no
now your face is chump 'cause i've summed up
the somethin' most high not a mountain to a bum

oc
i'm comin' with fluent rhythm calm yet storm
unleashin my speech to each and every one
i wake up in the mornin get up then i'm yawnin
glad to be alive to another day's dawnin
some blessed be otherwise they despise
'cause they can't handle what's word from the wise
i don't stress who i measure up to or who's fond of o's
'cause what you build i knock down for my condos
upon those those words i speak
more or less my best just to say the least
foundation laid what gives
you ask would i sass regardless oc lives

oc
one time it's a check your life record
yeah peep the method it's a smooth kind of effort
with guidelines to put your hand on your chin and think
ears listen before you say a record ain't mink
hard work involves what evolves around o
i try to keep it moderate if that's how i thought of it
i break beats down lashin with the voice
choice words i'ma say only spoken when i'm moist
it's a vibe coincidin with the rhythm
choice words to follow for suckers to swallow
each one teach - strong not week
so i'ma let mom finish what i started to freak it's like

ma dukes keeps singing as the record gradually ends",2
11,"oc
timmy wanted a name tryin' to gain fame like a skeezer
robbed the spot and stole ice from the freezer
he's a fool 'cause he went in without a mask on
now he's on the run so he dipped to nebraska
hasn't crossed his mind his girl named olivia
she'll talk the fall for the jump from bolivia
asides that he fat livin' on his own-ah
diminshed the friendship style now a loner
relaxed while his family is gagged and tied up in new york
askin them to confess his whereabout
no one fesses up so the columbian scores a blister
shovin up a broomstick to his sister

chorus whispered
believe it or not [x3]
believe it or not believe it or not

oc
everyone screams like hell souls are damned
mommy gives up cries like bleacher's bed fans
the experience was 'aww shit' like movie flicks
but the men inside they treat the women like tricks
one beats his meat the other columbian he pounds mommy down
the longer timmy stays out of town
you get tortured all of your babies and on no slackin' for
the nigga disses so he insists return
he knows little of the pain that the family endure
still he deal his disease for sure
he had a cure far worse like candy kids steal from a store
livin' off his heist like a crack whore

oc
check it out
enough of the games one said butt open high
started with ma gave her a columbian necktie
doin' the daughter far worse i tell
pullin her skin back slow peels off her toenails
raw skin exposed plus gus that wasn't all
they drenched her feet with a whole lot of alcohol
the babies were baked like cakes in the oven
no remorse was governed in their hearts was stone cold nothin'
he lacked love for his fam obvious ain't it
he traded blood for money just readin
picked up a local newspaper and paid it family slain - drug related
he stood stiffer than a patient bein sedated
face still blew upon on it like wind
instead of you they took it out on your last line of kin
and now a sour taste devour your breath what's left
is a thief that had his family tortured to death

story it's a story
story it's a story
story yo it's a story",2
